value,error
4.990020896063091982e+01,0.000000000000000000e+00
4.878118502665754619e+01,0.000000000000000000e+00
4.920558964049487116e+01,0.000000000000000000e+00
5.278819925606716623e+01,0.000000000000000000e+00
4.993608847433818454e+01,0.000000000000000000e+00
5.070550709730537164e+01,0.000000000000000000e+00
5.545187509469428022e+01,0.000000000000000000e+00
5.676722779048800049e+01,0.000000000000000000e+00
5.164605541374625375e+01,0.000000000000000000e+00
5.283439848740081857e+01,0.000000000000000000e+00
5.604279458710888662e+01,0.000000000000000000e+00
5.322576743175914515e+01,0.000000000000000000e+00
5.795927307664051398e+01,0.000000000000000000e+00
5.970581207082818054e+01,0.000000000000000000e+00
5.749091551163812142e+01,0.000000000000000000e+00
6.047092093567940196e+01,0.000000000000000000e+00
5.841857431859867233e+01,0.000000000000000000e+00
6.078057561774731710e+01,0.000000000000000000e+00
6.415517770362988870e+01,0.000000000000000000e+00
6.165815291354071093e+01,0.000000000000000000e+00
6.601346518562939991e+01,0.000000000000000000e+00
6.024325655414529024e+01,0.000000000000000000e+00
6.320022712070409199e+01,0.000000000000000000e+00
6.448443713658416243e+01,0.000000000000000000e+00
6.510596345863812928e+01,0.000000000000000000e+00
6.956822932681635052e+01,0.000000000000000000e+00
6.534199301878447841e+01,0.000000000000000000e+00
6.654189149038884921e+01,0.000000000000000000e+00
7.020042689976411054e+01,0.000000000000000000e+00
6.832640535469896292e+01,0.000000000000000000e+00
6.833162628862845622e+01,0.000000000000000000e+00
6.584161430743873211e+01,0.000000000000000000e+00
6.814785940646470408e+01,0.000000000000000000e+00
6.852790051537803606e+01,0.000000000000000000e+00
7.098170380588926776e+01,0.000000000000000000e+00
6.817495331929994506e+01,0.000000000000000000e+00
7.181816008050974176e+01,0.000000000000000000e+00
7.288961849013992378e+01,0.000000000000000000e+00
7.108964450598253393e+01,0.000000000000000000e+00
7.094344115154578390e+01,0.000000000000000000e+00
7.201536875231393253e+01,0.000000000000000000e+00
7.308561160498595655e+01,0.000000000000000000e+00
7.314067286729461159e+01,0.000000000000000000e+00
7.413496094437498130e+01,0.000000000000000000e+00
7.445927793088097246e+01,0.000000000000000000e+00
7.618968366969848205e+01,0.000000000000000000e+00
7.848839592571218304e+01,0.000000000000000000e+00
7.403102409048652532e+01,0.000000000000000000e+00
7.543769532767268515e+01,0.000000000000000000e+00
7.812308928611514602e+01,0.000000000000000000e+00
7.711734852346386049e+01,0.000000000000000000e+00
7.644417245713653131e+01,0.000000000000000000e+00
7.869799381931298399e+01,0.000000000000000000e+00
7.793144822222231483e+01,0.000000000000000000e+00
7.768168333186299890e+01,0.000000000000000000e+00
7.704533254446572244e+01,0.000000000000000000e+00
7.571498737549232771e+01,0.000000000000000000e+00
8.197012632306747548e+01,0.000000000000000000e+00
7.990511543862325539e+01,0.000000000000000000e+00
7.884861037261424599e+01,0.000000000000000000e+00
7.596548749586935401e+01,0.000000000000000000e+00
8.246286035225092803e+01,0.000000000000000000e+00
7.847675372811984573e+01,0.000000000000000000e+00
7.936920664424749816e+01,0.000000000000000000e+00
7.963267851946476128e+01,0.000000000000000000e+00
7.944423115283287018e+01,0.000000000000000000e+00
8.194729398324771807e+01,0.000000000000000000e+00
7.940449763514847348e+01,0.000000000000000000e+00
7.916248183543892480e+01,0.000000000000000000e+00
8.580667924037601324e+01,0.000000000000000000e+00
8.173049826926353489e+01,0.000000000000000000e+00
8.050438437633108890e+01,0.000000000000000000e+00
7.723622042780709762e+01,0.000000000000000000e+00
7.982655171892059798e+01,0.000000000000000000e+00
8.004524402647024317e+01,0.000000000000000000e+00
8.089212673782697038e+01,0.000000000000000000e+00
8.059434717408609572e+01,0.000000000000000000e+00
7.691711057487835035e+01,0.000000000000000000e+00
8.081700156624842180e+01,0.000000000000000000e+00
7.556758737818135785e+01,0.000000000000000000e+00
7.889786470516639838e+01,0.000000000000000000e+00
7.769329857174091103e+01,0.000000000000000000e+00
7.652005854286919373e+01,0.000000000000000000e+00
7.841778913414820806e+01,0.000000000000000000e+00
7.819036036781828614e+01,0.000000000000000000e+00
7.813123399665775537e+01,0.000000000000000000e+00
8.041849567616402794e+01,0.000000000000000000e+00
7.928831848962342121e+01,0.000000000000000000e+00
7.694328357975774679e+01,0.000000000000000000e+00
7.690827775217140072e+01,0.000000000000000000e+00
7.593262021939153783e+01,0.000000000000000000e+00
7.810866000938291620e+01,0.000000000000000000e+00
7.646927178393532643e+01,0.000000000000000000e+00
7.462048440217063217e+01,0.000000000000000000e+00
7.558887887411191286e+01,0.000000000000000000e+00
7.656233774619228427e+01,0.000000000000000000e+00
7.945290087546040070e+01,0.000000000000000000e+00
7.560004916725223723e+01,0.000000000000000000e+00
7.686222120050892670e+01,0.000000000000000000e+00
7.549269330121184396e+01,0.000000000000000000e+00
7.621722162000949652e+01,0.000000000000000000e+00
7.198895370650870973e+01,0.000000000000000000e+00
7.696349868034270969e+01,0.000000000000000000e+00
7.617057755328876567e+01,0.000000000000000000e+00
7.415130582023621741e+01,0.000000000000000000e+00
